flight_distance_km,booking_time_days,demand_factor,seat_availability,seasonality_factor,fare
3428,39,0.9954270012531266,0.2846372162182392,1.0,657
3919,28,1.346347725026804,0.6049118821557156,1.0,419
2571,259,1.775861792022674,0.8517000448207337,1.2,1300
3091,84,0.8022925670094693,0.9489304332407973,0.8,754
3956,155,1.901649558130162,0.610814293393416,1.2,1376
4425,117,1.5336314806223446,0.9602233788891257,1.2,875
294,2,1.7349098190200452,0.6285511763648239,1.0,1054
2874,93,1.3342860389450175,0.5153523956799264,1.0,1462
7098,166,1.6692750521360953,0.8785625028423165,1.0,426
993,350,0.5243005960092009,0.5943861683664713,0.8,1022
2316,296,1.7275706371693027,0.5775220084516184,0.8,167
5979,258,0.5602082886280497,0.5922499915278627,0.8,1078
6366,81,1.8348700645442937,0.8774280014957963,1.2,493
1014,268,1.987944120857965,0.8655532333504417,1.0,1425
545,235,0.9411011932651667,0.522815993952169,1.2,804
8754,321,0.8154778344286905,0.46663988789642,0.8,689
2643,311,1.648045045787061,0.5935424192313035,1.0,173
7983,301,0.8795395113803799,0.6582180077896873,0.8,707
1184,357,1.7983435747583052,0.3906697685023976,1.0,1350
7990,213,0.6542638882362151,0.8351640677724725,1.0,871
1027,62,0.6889327945690373,0.5891862125859384,1.2,1467
3731,49,1.9687273326509234,0.4672364387359677,1.2,713
7347,127,1.510758347405007,0.28545679437119253,0.8,409
4651,223,1.7703308366434292,0.3910761283228856,1.2,672
4076,279,0.986494066027277,0.959424937404787,1.2,1130
6159,294,1.5147256242809066,0.4440797494556213,1.2,1324
326,284,1.391362740962896,0.3350874314936283,1.0,968
3377,277,1.4047251801844205,0.5685382333239946,1.2,1223
8995,107,1.5237986893065822,0.44567019468819896,0.8,501
6224,146,1.363038759693648,0.22812740021695532,1.0,1235
5309,99,1.143593553953999,0.4585161738235338,1.0,169
4346,73,0.9138840415708203,0.6352868991515749,1.2,631
7396,122,1.652871996369803,0.6413698976159736,1.0,1424
3568,30,0.8394086450047793,0.485247136941511,0.8,148
3997,188,1.5385314592316213,0.5578422050020806,0.8,1240
1992,364,0.8499992339739899,0.9724143345878131,1.0,563
5932,354,1.4379952549316808,0.5018787817842494,1.2,713
3676,288,1.6206174006935434,0.4065814506079864,1.2,450
3617,195,0.8280708333598088,0.39477363525340814,1.0,414
1845,156,0.5899149512919624,0.5662116901633074,0.8,1399
9597,172,0.6964606144912611,0.8076161189735553,1.0,630
3230,335,1.4089954509065383,0.3647905473507786,1.2,670
3072,41,1.7741696093386032,0.7674369017126146,1.2,877
3272,63,0.5674952318531366,0.21691985867953303,1.0,296
2054,23,1.6012268885624694,0.5351463823871568,0.8,483
4221,360,1.0119779689250783,0.8206920521622296,1.0,1166
4862,75,1.2177925548792838,0.47098636461954513,0.8,1341
6714,48,1.8932893247683484,0.6509896811563196,0.8,664
5231,160,0.9979572571037683,0.3639833862607287,1.0,992
2908,313,1.1980054009092291,0.7935963129009378,1.0,1012
7312,118,0.5205236221410217,0.2418232826150077,0.8,673
9724,100,0.6223980800072575,0.8820341159004004,0.8,370
8593,167,0.887887386702176,0.3585571091373345,0.8,905
3707,290,0.5417783612316116,0.8995184253666646,0.8,111
6656,156,1.4470629890723765,0.48202339304041386,1.2,349
4412,7,1.1395975352024337,0.7781468595795893,1.0,452
8170,196,1.3222178040920332,0.4553802382289508,0.8,1004
8966,56,0.7619707788444943,0.9247293369877181,1.0,1376
736,321,0.9438980441549242,0.3013097004146995,0.8,302
1825,193,1.4957367122790877,0.342815831418079,1.0,527
8173,47,1.9479540854455997,0.5944241001270418,1.0,1442
8777,148,0.5756251604033138,0.2655507512305169,0.8,209
8270,275,1.8355764812828992,0.35678414776140954,0.8,1010
8866,157,1.3653218019668127,0.9550131057696116,1.0,1239
8809,202,1.3458793501334356,0.9811917289183099,1.0,254
6690,126,1.2504178028116404,0.5010074634643376,1.0,1340
3800,305,0.6040911288562751,0.9386288168111485,1.2,1211
6983,294,0.6348152776042411,0.6358597405387454,0.8,1441
9346,64,1.401368008488629,0.41579397269901364,1.2,907
5171,325,1.0114378571533376,0.761918976864479,1.2,809
1405,176,1.875902099866521,0.7271214452598858,0.8,770
2190,116,1.1098858060392085,0.9913002552869867,0.8,1090
5499,204,0.7149221880539616,0.41203782992742666,1.2,117
3772,321,1.5720782502530541,0.7376476021293883,0.8,182
6175,31,0.9400301321615148,0.24161900402355752,1.0,968
6520,113,1.2882054610338398,0.2909168309573755,1.0,479
4580,325,1.546749178257755,0.20313469996087463,1.2,357
4957,344,1.8503961668031055,0.9995685448477385,1.2,699
2913,67,1.6882867922025142,0.8418189577179822,0.8,1247
5788,75,1.514541601809086,0.8293784117868326,0.8,461
1166,45,1.5194497735927155,0.6077808602305438,1.2,146
5144,260,1.9188869660481298,0.44005366632435194,1.2,1227
3632,154,0.9437361462448041,0.3210114275701408,1.0,1315
888,155,0.5016681412942812,0.42773979107717097,1.0,1377
4443,363,0.907931839097298,0.5007769775433113,0.8,1358
3901,234,0.8268370694401159,0.8050480775842352,1.0,1100
8733,51,1.4927518776709974,0.6317294311225219,0.8,1475
5382,306,1.4505673996482935,0.26198690124438617,0.8,1433
6904,262,1.3901920740570857,0.21442320716712981,0.8,1133
4622,315,0.5243651648141805,0.28186574362725053,1.0,251
1959,125,1.593167081675971,0.5283989709579036,1.2,811
9381,245,0.9852956187282373,0.9465543336392146,1.2,923
2682,30,1.4975839835099467,0.7099219849673772,1.0,630
8258,122,1.33486764275323,0.841460719900412,1.2,419
1151,125,1.0140963881418608,0.5730996756036388,0.8,582
9114,37,0.7018644006561616,0.48933286655603425,1.2,1225
2279,170,0.6416283464907214,0.2867202981732982,1.0,1175
2917,124,1.7472774996683353,0.9007464177489639,1.2,948
4724,357,1.877596313122337,0.8265280232223222,0.8,656
9892,35,1.4746820701464494,0.3344944780781801,0.8,922
8677,87,0.6551511722907251,0.6098084511010085,1.0,1302
7511,134,1.1030408253323611,0.589899846336996,1.0,1198
7386,196,1.5934088001577358,0.7000732421492228,1.0,819
2265,274,1.669731326015102,0.956949515193009,0.8,883
968,201,0.6773279334366329,0.6638171534099837,1.2,1048
5690,285,0.5000460782680736,0.6321738134228949,1.2,987
6845,77,1.5682055688209076,0.24025834634773116,1.0,285
5283,59,1.0348942639793084,0.25032598081441915,1.2,211
5432,126,0.8817219974273904,0.34987743306143115,1.2,603
5997,109,0.5193462046842882,0.22597661735339863,1.0,837
9338,224,1.3104491101422495,0.79468231645601,1.0,1426
5126,278,1.7767261031389725,0.7786642431951705,0.8,1141
6216,68,1.9364474694088818,0.30884498754531436,0.8,1246
3535,69,1.348617425919934,0.8688631206362247,0.8,608
8238,165,1.2716919916098413,0.3238288278768896,0.8,310
5073,305,0.6275845782338616,0.4409404695978871,1.2,266
1681,162,1.3233092023138997,0.399181519329092,1.2,1197
6505,342,1.0699686184480919,0.4978456788584382,0.8,854
3651,309,1.4107029213253655,0.40373101271196954,0.8,1235
254,343,1.08308952181482,0.5911607411507617,1.0,250
7843,42,0.8604486851755502,0.5259263050837484,1.2,451
3662,354,0.6424479128425648,0.9892555926234612,1.2,324
1032,109,0.9723776668833436,0.24474108010258055,0.8,255
6154,51,0.6449672514316285,0.3137451011098813,1.2,1113
8719,250,0.7653454262359759,0.242260715126882,1.0,1346
7421,341,1.981004237869319,0.7006729559859006,1.0,916
3510,21,1.1661553353599279,0.24360742193097568,1.2,142
3500,300,1.2978076497575248,0.8691517899008987,0.8,1115
6922,139,1.810427793105823,0.6095509045455423,1.2,428
7418,359,1.9933533507360317,0.6216060996652271,1.0,1180
7976,324,1.3740716740170222,0.6492756061697553,0.8,1401
3875,92,1.7187107315662575,0.3366509650449686,1.2,114
3254,280,0.9904115365050129,0.35815224249159006,0.8,414
8170,125,0.9586159361709367,0.4550538582984038,0.8,870
2343,111,1.1040555814918402,0.6747971326574811,1.0,1097
5407,354,1.5087608940104738,0.36809422075217163,0.8,589
9703,139,1.5232875338826481,0.293065381706609,1.2,1135
2738,273,0.9728591519741763,0.9760935091347458,0.8,540
4747,99,0.699814886204943,0.21758545184769834,0.8,1346
5819,252,1.448594384698263,0.8421579242688173,1.2,278
8556,338,0.6924887932831467,0.8304281196600176,1.0,1093
6812,104,1.3677387623439952,0.4377712910760768,1.0,52
5205,214,1.5401331920844634,0.30850129280585076,1.2,1494
1022,249,1.5509172445916775,0.3165029173643388,1.2,960
1143,152,1.6302081659893952,0.757945293789754,1.0,356
6350,250,1.8092891323484968,0.714245272868939,0.8,481
4625,275,1.2499384879471827,0.8261965394011095,1.2,185
9166,165,1.5953737842943567,0.9499849379192837,0.8,564
2398,341,1.4287591030487552,0.7535418906132736,1.2,242
4442,8,0.7799599096965238,0.3246812292411548,1.0,1488
3895,284,0.5385344673041123,0.3947540934123286,0.8,922
3652,5,0.9268120785154006,0.8737549846984918,0.8,1191
9306,145,1.1645505595064292,0.36744486066736687,1.2,715
1508,101,1.4256589166429845,0.25801785356358514,0.8,258
4377,164,1.774938995754808,0.7626240432338005,1.2,1001
8905,147,0.7943685750592484,0.5220210843921136,1.0,1107
7052,64,0.6883246848477156,0.936032042036723,0.8,698
6235,91,1.9452199212114913,0.7202040568749293,1.2,1391
3794,117,0.6620668390646107,0.27233518223332864,0.8,169
5041,354,1.2177366051607836,0.9582852538029287,1.2,676
1609,267,1.3783455931899529,0.40684581091219674,1.2,574
4766,310,1.3120616313611575,0.46976999232502864,1.2,818
4691,173,0.6290482355494148,0.5218083309468337,1.0,1162
1755,47,0.585540371005429,0.2409794371234506,0.8,561
1004,140,0.6582251411915535,0.5972123377844839,1.0,96
1479,246,1.3783815258089187,0.29865479286023383,1.2,821
7283,149,1.3165173314514815,0.5207762613506814,1.2,789
6186,246,0.8506111880551164,0.48056783039366746,1.0,571
5819,5,1.4566612127683873,0.8182720667412027,1.0,1357
1587,184,1.730101253083474,0.8425364093061849,0.8,1450
2879,20,0.5623684397698907,0.32273030591127044,1.2,183
2306,46,1.2471949153220636,0.49324094990338097,1.0,297
8373,12,1.5339656181540353,0.4986825288254654,1.2,1391
4423,70,0.8784678906045307,0.32112835514886806,1.2,485
5031,17,0.9616563579397237,0.8387628040409525,0.8,1249
2968,147,1.4204568544840757,0.7657826626683386,0.8,735
3386,154,1.8469029401656054,0.3523054290376278,0.8,635
2773,304,1.714886630454349,0.4933775268750393,1.0,400
2799,108,1.3746953286493753,0.2846440198852114,1.2,192
4233,236,1.5953325766358737,0.7025652776744351,1.0,1016
8628,308,1.047233705311698,0.29709753963889574,1.0,853
1504,352,1.4614482921481367,0.9887473348999343,0.8,1471
7568,70,1.1992723866913355,0.8245456597502898,1.2,767
6077,183,0.7849042046863414,0.5121908396671961,1.2,692
1501,250,1.5526074108158858,0.6628511458234836,0.8,1442
2741,228,1.3346969560232331,0.929073452973127,1.2,550
2251,102,1.037932372930387,0.6432794243166609,0.8,419
7009,75,1.867008785117946,0.33959878911836416,1.0,1455
8833,216,0.5314011767400999,0.5029626844649275,1.0,1159
9196,203,0.973659726874244,0.8745158920237963,0.8,836
274,192,0.5853220966664698,0.7153704127916944,1.0,788
7181,249,1.6497909743324408,0.7205795074670402,1.0,999
5675,242,1.553161181170689,0.8934571885507914,0.8,1398
8432,179,0.9970283281044756,0.9151784459700039,1.0,571
7384,219,1.5134943533106096,0.9358340574235491,1.2,538
5996,82,1.0939058392939247,0.2758793546025249,1.0,446
7341,92,1.6343806871336515,0.6353008015704807,0.8,945
1822,175,1.1812754941050592,0.792407616974655,1.2,404
8241,239,1.1184195917474984,0.8055414761016111,1.2,996
541,260,1.9020948732324514,0.6853729615760031,1.0,337
2274,163,0.8763186498360503,0.3334298681469393,1.2,1047
8192,48,0.6806710099948481,0.8379364431533316,0.8,585
845,329,1.3768146698891872,0.7760890668119567,1.2,1364
4463,328,1.9539827184262684,0.26890861723922904,1.0,900
9001,116,1.0667588205907799,0.571047859739501,1.0,887
6336,337,0.5930551454431723,0.3391819196174429,1.2,217
8846,337,1.0089579009643512,0.4699816365703775,0.8,999
3169,225,1.2588974814793377,0.21446487376454837,0.8,670
3228,352,0.7428845099483206,0.5202638947286067,1.0,477
7843,328,1.4871533270847381,0.6399015369249683,1.0,539
2881,147,1.9966240835153009,0.6956660742616695,0.8,404
3829,63,1.1776092139721657,0.7307922761029682,1.2,245
4425,294,1.032092835095319,0.8690330504819681,1.2,594
3267,323,1.1010562502517,0.37237032582058405,1.2,766
6141,325,0.6727192675928018,0.29638545795077437,1.2,873
1586,13,1.8249104021393356,0.8812297375183407,0.8,981
3066,189,1.122238483282028,0.3252902519141199,1.0,1052
4988,287,1.080911617137262,0.9798080650689562,1.0,708
5690,208,1.4895354093957116,0.8740305835189097,1.2,988
4324,114,1.1630501313966852,0.6007012847116793,0.8,829
8540,22,1.472350203211769,0.9851371399376203,0.8,60
4050,349,0.5921694351961813,0.2779013832864034,1.2,1329
5615,214,1.720585015583341,0.4424526089400813,1.2,445
7879,171,1.9107559293191039,0.7105795320324892,1.2,780
7019,323,1.473148079239079,0.48000549477854304,1.0,458
9528,54,1.931848893288216,0.9426980415846336,1.2,411
8578,298,0.727148471554945,0.25250087054225406,1.0,1332
9642,320,1.2161242842205304,0.6395294656487717,0.8,1076
1533,126,1.4027101009181708,0.6726930139160916,0.8,133
4350,277,1.37260497113178,0.7221824990217793,1.0,205
6966,204,1.1021926686335648,0.40453297866545157,1.0,1249
2911,194,1.0071266140493922,0.4916531420158916,1.0,756
5053,169,0.6902360338256281,0.8749444237319821,1.0,521
6412,152,1.0876136758434174,0.3559542151761279,1.2,668
7679,35,0.7439912226582277,0.8614942777386896,0.8,1497
5608,184,1.6015485147383277,0.650124338322194,1.2,183
7915,286,0.8132464032418849,0.8097500089552658,1.0,837
9142,57,0.5878479579268008,0.7708858930107774,1.2,956
1962,222,1.3285492067258515,0.36600919630790324,1.2,913
7301,303,1.3928445990791025,0.6550501891470983,0.8,1453
7874,163,1.8078695919207584,0.8941785222440739,1.2,716
6322,19,1.3654724186265228,0.5456929894415434,0.8,326
681,264,1.0182212805851685,0.9732726161786533,1.0,1309
353,282,1.7045178222894808,0.5617720800813745,1.2,931
7817,113,1.3104183397811315,0.3142285093343078,1.0,62
1724,327,0.6189204269467876,0.5115477440621385,0.8,391
2320,30,1.34877584046987,0.9613619251124297,1.0,84
2543,135,1.8620278181324936,0.4557766794718834,1.0,608
5336,67,1.094468938247331,0.8944785278936502,0.8,1287
5960,65,0.9444887028497001,0.9050005453455119,1.0,1485
1440,292,0.7152041855270301,0.4801492194655689,1.0,454
260,25,0.7271682829030359,0.26660612644050574,1.0,707
9330,37,1.1491572265127283,0.7796463273270546,1.2,208
1839,1,1.3935197362422942,0.44920983921118884,1.0,1005
6385,37,0.6209231077544026,0.8263388914060579,0.8,1183
8170,141,1.9093528835377485,0.5541238786083464,1.2,598
1452,232,1.6327004261677938,0.5882133938740972,1.2,1034
4403,136,1.379935877425494,0.8223275253988296,0.8,1420
8563,188,1.7426580064084862,0.5058906648493023,1.0,328
9850,128,0.6202801352181699,0.5545018762583316,1.2,528
3749,201,1.2152583165996866,0.5009523750156977,1.2,160
4397,127,1.4451396902924951,0.493872412221824,1.2,480
7209,257,1.7429793591774339,0.6207572615211676,1.0,591
6867,164,1.6752043400739016,0.8470395556009207,1.2,1188
2522,35,0.9156038745700994,0.4894146495380527,0.8,1163
4290,194,1.9113202543388064,0.6194037764301894,1.0,1285
7160,191,0.6865187621463056,0.7365818603540808,0.8,409
3204,104,1.8127004279317283,0.415551557042924,0.8,421
5336,23,1.9564103744069279,0.42201824392191406,1.2,1288
529,265,0.7657302848339383,0.9467305016187639,1.2,1088
3840,290,1.583099096305678,0.778827658664871,1.2,1004
8182,260,0.5604282781669977,0.6617493409786471,0.8,308
4307,358,1.1081342377087324,0.7181760435364897,1.0,827
1541,75,1.274424948796511,0.2234395544827347,1.2,169
8607,355,1.370967838864451,0.6944823724493575,1.2,1025
538,72,1.9039058723728393,0.6076070985793616,0.8,962
6095,259,1.508376030941292,0.6365997438235486,1.0,1201
2908,188,1.2219169268288554,0.4875390614646537,0.8,772
1950,173,1.714512554398834,0.26517911817035356,1.2,572
5804,290,1.9257992314316135,0.3546713868896418,0.8,374
2621,45,0.5330992230234363,0.9605957705701373,1.2,1393
7319,61,1.973781908384058,0.5269596498167473,1.0,1123
9101,83,0.6291982085955206,0.5733465246646914,0.8,118
5519,123,1.721580168903142,0.2421678318827512,1.2,440
6809,358,0.9205021288271187,0.23005298363518448,1.2,432
5587,16,0.6982694866308077,0.7737451576374061,1.2,65
4193,66,1.1597834595707524,0.630475731296889,1.2,895
8880,145,1.4659348691714202,0.6069647873730133,0.8,918
8244,162,1.0714277675352126,0.39449962433813496,1.2,617
8438,234,0.5818481124240484,0.7958005853039378,0.8,181
5073,144,1.399191709488075,0.3345892632867935,1.2,1321
5006,358,1.853604914166012,0.35194779492881606,0.8,322
8792,188,1.0748230489208774,0.5685697370786205,0.8,1422
6113,322,0.8244991664462406,0.42902388968955274,1.2,533
7324,13,1.1638660188992231,0.3979703849865171,1.2,599
3357,184,0.5725440665731714,0.7161901156426653,1.2,406
590,111,1.7307313767204122,0.7207773961748356,1.2,1391
4630,290,1.7395112164252802,0.8596136558399434,1.0,1121
9020,295,1.3820006951444426,0.5341668535783808,1.2,1083
7886,215,1.0296543334075843,0.2584680728209202,1.2,282
4432,120,1.699675046668675,0.41893310793716615,1.2,85
8207,55,1.3320305371825507,0.9840043705574535,0.8,462
1721,27,1.7388984628250244,0.6770068601861616,1.2,1077
9218,118,1.4471881888745308,0.7677896678408163,0.8,93
1700,221,1.676608209819196,0.20588626370033164,0.8,617
6937,231,1.39784448982664,0.6145645857460167,0.8,1328
3494,53,1.1212116023234993,0.2300229260254425,0.8,789
5285,295,1.9369187898892064,0.6553841696731584,1.0,163
2619,321,1.3116707373182672,0.9366166797088604,1.2,446
9326,233,1.4076342778108075,0.9747353044003264,0.8,1247
3242,158,0.8307314591221239,0.6324421403111393,1.2,1328
4697,269,1.4384761841409146,0.5665638442017729,0.8,515
1666,21,1.3574114742244157,0.9560136753987953,1.0,1350
3761,53,0.7772575969205374,0.7388878655973561,0.8,896
814,275,0.5893806460297155,0.2519194236307276,1.2,551
5592,313,1.4065389795721566,0.572580462133998,1.2,490
7893,281,1.6455384040254808,0.39219601477144317,1.0,118
9574,214,1.2851020563830122,0.5758434571589452,1.2,375
3423,31,0.8401589379794685,0.5643724576050895,1.2,116
7338,337,1.4997829650395524,0.6657158422517937,0.8,353
2867,183,0.6201585899144033,0.48541639227940103,1.2,1021
8180,23,1.162750557202932,0.33141635956474247,0.8,533
330,32,0.7450501375976303,0.602975547671965,1.0,978
3183,74,0.776688576589825,0.8641623074766096,1.2,1490
4478,10,0.8034409237373055,0.731209782454082,0.8,1232
7326,54,1.0800605855659668,0.4706942927401727,1.2,198
8430,52,0.5767253084305964,0.9484184182070858,0.8,1100
7894,148,1.0966901613936473,0.9297660569993458,1.0,1036
6840,160,1.2675611706720513,0.36747871950727906,0.8,633
5668,14,1.2249414274494879,0.2315340680962904,1.2,297
1120,178,1.0741761506045608,0.7930469666806099,0.8,1174
7764,53,1.7587199121061288,0.8620882090793227,1.2,751
8884,335,0.7179900386307562,0.9742916527610843,1.0,145
9523,22,1.258545115672061,0.9118691152706486,0.8,1457
8702,30,0.5930621254348314,0.6804278145651319,1.2,331
9130,191,0.6067335183168646,0.6240418713699047,1.2,371
3441,260,1.3607987745156445,0.22227284101006906,1.2,1469
745,205,1.3490276373317314,0.3973251574758223,0.8,1351
4546,59,1.8170502692666854,0.5676918013863412,0.8,578
4010,264,1.3368105134901098,0.7028031200668543,0.8,312
7406,12,1.9396865306072752,0.6458014666547285,1.0,629
9205,119,0.5730422725998947,0.7941087917453524,1.2,1366
2232,290,0.6470115271711117,0.42381354470963273,1.2,343
8636,338,0.566098792355572,0.6519620861219786,1.0,444
471,248,0.77791527550031,0.2705137947126337,1.0,562
3711,354,1.3119051664125172,0.5309324188665656,0.8,970
1971,127,1.468358272141142,0.8001286663636809,0.8,859
9654,75,0.5683777369230032,0.7547206827432353,0.8,1253
4561,361,1.9189563347683989,0.9925141897377432,0.8,969
7269,204,1.7632480649755715,0.42231290079020484,0.8,742
1120,49,0.9449187232356397,0.5985514393391833,0.8,284
8390,79,0.6157812953397019,0.4636243310191974,1.0,1001
3630,241,0.754830609828586,0.5524824912473398,1.0,1410
4635,349,0.690416620632459,0.8855601038955105,1.0,1081
3960,154,0.6849256689484202,0.7473672601507892,1.2,588
2250,274,1.277842532998601,0.9059529530780654,1.2,869
1365,96,0.8687711637401004,0.3628088866655092,0.8,1164
8767,214,1.0372095747937167,0.8986888942731504,1.0,321
2233,294,1.9842580000764838,0.24780981934270754,1.2,1078
6667,209,1.526471373388017,0.910879424349722,1.2,1292
345,343,1.923471000570502,0.46325902356858234,1.0,1191
4588,88,0.7138348325496734,0.4516701067312532,1.2,642
8032,306,1.073209212248854,0.6096708613589312,1.2,1025
8823,264,1.3320977049235314,0.9525521501785854,1.0,164
9096,325,0.615137092833107,0.2382250917451243,1.2,312
8373,320,0.5062811654419368,0.48178478005659625,1.0,1379
2832,157,1.5056515006953763,0.8852575909466687,1.2,1495
4694,156,1.462729275202153,0.5168435819483734,1.0,256
8256,139,1.1161832149994177,0.3593255180776536,1.2,352
7711,121,1.234466114048049,0.5398353450651294,1.2,161
9355,65,1.1231645008881344,0.5084420011933355,1.0,1490
2028,107,0.5360075672673332,0.9323329611733628,1.2,1358
9330,147,1.0030574093261937,0.8095475005944777,1.0,234
5005,137,0.7656233830959347,0.6040924445952052,1.0,950
1006,162,0.6476362836520531,0.9906964533772569,1.2,270
9855,100,1.9350806508340246,0.5722220250207386,0.8,1190
7686,338,1.3990395875632484,0.2465902646562202,1.2,1143
8402,307,1.592984426354904,0.40981945745198795,0.8,947
2068,141,0.9730456148991762,0.5488563841754501,0.8,1143
8078,83,1.0897206942410227,0.32552209931689613,1.2,671
5890,177,0.8553859908450852,0.9580521010592344,0.8,476
8027,198,0.6454485064481371,0.8134791182542185,1.0,693
5629,112,0.7685474561623757,0.41462976034221816,1.0,617
9276,56,1.6962710679447288,0.6726436268143328,0.8,492
3764,179,1.5163187077756637,0.7771593256876577,1.0,650
1589,186,1.3203933139782154,0.9530231431254383,1.2,1210
7474,218,1.2126348093001522,0.9053082793403286,1.0,553
1024,316,1.8836514254841867,0.612153780910571,0.8,180
2465,217,0.6091024216680025,0.819722095834414,1.2,267
1136,120,0.920901219856874,0.649715803062068,1.0,737
6602,175,1.024906780356071,0.6421631120364322,1.2,220
4045,23,1.6736387183191819,0.29179356667055356,0.8,661
1996,213,1.988771930242957,0.3009101264129217,1.0,1041
8445,235,0.8610057721357296,0.623626892017966,1.2,1202
7414,13,1.811461001205621,0.4150892359832053,1.2,106
926,101,1.745934140647687,0.2168295219683749,1.0,1254
2936,24,0.8369860964626499,0.7782713631201699,1.2,295
2113,364,1.0989988702988338,0.22598927735213198,1.2,193
9988,11,1.1145093039387786,0.6762214728832436,0.8,1124
7857,273,1.9673310027898374,0.6313550353018516,0.8,417
2666,281,0.7713378520683475,0.9750517524622435,0.8,267
9241,94,1.698736956657173,0.5873705114781134,0.8,665
7512,201,1.001289071259665,0.2508811491022379,0.8,1330
8394,21,1.5963055186642405,0.6413503742451694,0.8,1229
8106,340,1.1300165064434942,0.8728769364928812,1.0,491
5076,211,1.36753964467481,0.9974794274251519,0.8,890
7487,140,1.7489176599891967,0.544274538951258,1.2,1005
1092,293,1.7062483474758263,0.45623899399739404,1.0,748
4875,298,1.7996347753095503,0.9253226375615993,1.2,925
2133,101,0.5894259880169885,0.35299370326089713,0.8,825
1580,304,1.5380758295596173,0.6923431320263413,0.8,811
1490,359,0.7099810650826444,0.5245715393447582,1.2,994
1840,28,1.1237278520276166,0.23286589196444424,1.2,972
7690,41,1.3228826225820327,0.4778307794445582,1.2,984
9379,355,1.1041092271202462,0.4121828180021397,1.0,74
1418,303,1.2794175137045112,0.7488729231547895,0.8,855
5216,146,1.9947894631979288,0.9590323981535345,1.2,813
7081,256,0.7028259705692821,0.4144377499029102,0.8,1133
9747,227,1.5131840680046382,0.8491727513213454,1.2,483
9952,236,1.094001449578423,0.24428785355072763,0.8,928
9810,361,0.6995146983609932,0.6304968080318505,1.0,1139
1154,13,0.7381051450614643,0.25644005096791567,0.8,959
9375,210,1.9239096593684253,0.9472263929045115,1.2,614
7491,229,1.819402245067643,0.8130810244459121,0.8,155
1174,100,1.8605629406225328,0.726359928963674,1.0,145
4333,31,1.9872991637410797,0.8591171052997315,1.0,217
5570,16,0.8124730850127769,0.7180158364561307,0.8,91
4172,137,1.0331590060460927,0.9751555177394329,1.2,153
5495,329,1.5038285448873001,0.7711663582918173,1.0,1277
9305,166,1.225703809790971,0.9397268876657974,1.0,569
8428,310,1.1275843000675003,0.6137055136085104,0.8,331
3220,100,1.0367168740033896,0.29365153038549013,1.0,1116
9187,109,1.3906709479151784,0.6225421771384136,1.0,996
4236,343,1.363390142960123,0.3014982624504747,1.2,1183
5268,173,0.7421867510963601,0.6739947833411241,1.2,1283
5433,237,1.2076097562776587,0.5859944484221304,1.2,798
9716,162,1.3302076643147749,0.6980603182662254,0.8,880
517,216,1.3554304080970856,0.20803758484386528,1.0,98
2596,264,0.8151607893685278,0.3558723933242913,0.8,164
2362,263,1.6134070883784302,0.5930643455297047,1.0,1228
2945,292,0.5377986422316045,0.9604028492713079,1.0,552
1791,274,1.032247783314744,0.5068872322841267,1.0,1035
6383,3,1.6703189728034502,0.5394976208429078,1.2,120
4130,28,1.3458393815831036,0.7717568712052978,0.8,1061
1512,326,0.8917436487662904,0.6830342058288945,0.8,1409
9677,149,1.5424296790145715,0.4391409200786666,1.0,116
4511,28,1.35108641623411,0.5286531164539423,0.8,1016
7514,310,1.6943654141845808,0.374159839085786,1.2,1286
2583,65,1.602537779284735,0.9728171673041668,0.8,230
3439,356,1.415161883054352,0.3045075052458878,1.0,662
2339,21,1.2322665129662211,0.49746942765313557,1.2,746
1904,252,0.6997731885012851,0.22067117777600898,1.2,652
7124,235,0.8919995268280756,0.37742359354683713,1.0,297
562,227,1.128649209375628,0.8243769107041239,0.8,1287
2804,13,1.398948930509583,0.3609401858311036,1.0,408
4486,313,1.2705617828229572,0.2640507220231725,0.8,298
3938,49,0.9322767889392942,0.5795625438756187,0.8,687
2669,118,0.5096965366845658,0.20797538778761482,1.2,999
4995,54,1.244358832851221,0.26781292354106656,1.0,1161
6350,138,0.9284389828433646,0.84610069565038,1.2,712
756,53,1.6019124510658025,0.8171786758876851,1.0,225
9217,44,0.5359193979057253,0.9321110563239168,1.0,772
3008,303,1.3772417169586864,0.8836123487285996,1.2,475
5350,53,1.912211356259098,0.7465404505918545,1.0,820
7761,74,0.7616139006672493,0.24186628584053027,1.0,752
2919,46,1.207474236125893,0.826278894389326,0.8,130
6706,13,0.6371329877257073,0.8764086486724485,1.0,976
3941,165,1.4385228683920288,0.8392657166175637,1.0,187
9966,102,1.3257975208943384,0.606783228246421,1.2,519
4198,280,1.1110482863192486,0.38632147091958535,1.2,399
2603,258,1.2820655322106118,0.8762639805509813,1.0,1199
8980,337,1.8448619877035153,0.7817302477921109,0.8,1382
9939,356,0.7944414534666006,0.9846089395110813,0.8,1303
494,138,0.5338467675580209,0.32455407820474635,1.2,1418
5543,163,1.7924973270486515,0.38053166644164405,1.0,359
1336,111,1.3656756235818597,0.36943851990520216,1.0,1093
2264,102,1.8359876831927635,0.8340318140970695,0.8,1051
7209,17,1.3954178351197588,0.34952583716009455,0.8,318
4743,268,1.7152416349395536,0.2533278638586449,0.8,1076
1207,182,1.144510045032722,0.998848645268503,1.2,819
5645,24,1.6247898969324033,0.21985376915611932,1.0,65
